Zeitstempel;Maschine_ID;Temperatur;Druck;Gewicht;Laenge;Breite;Hoehe;Energieverbrauch;Status;Fehlercode
11.11.2024-14:58:20;F_VG002;85.2;2.48;162.0;34.1;50.1;25.1;5.0;Aktiv;
11.11.2024-14:58:34;F_VG002;84.8;2.49;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-14:58:48;F_VG002;84.9;2.48;161.9;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-14:59:02;F_VG002;84.8;2.59;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-14:59:16;F_VG002;85.0;2.42;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-14:59:30;F_VG002;85.3;2.55;162.0;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-14:59:44;F_VG002;85.3;2.51;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-14:59:58;F_VG002;84.7;2.5;161.9;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-15:00:12;F_VG002;85.3;2.42;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-15:00:26;F_VG002;85.1;2.5;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:00:40;F_VG002;84.6;2.5;162.1;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-15:00:54;F_VG002;84.6;2.52;161.9;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-15:01:08;F_VG002;85.2;2.51;161.9;33.9;49.9;25.1;5.0;Aktiv;
11.11.2024-15:01:22;F_VG002;85.3;2.49;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-15:01:36;F_VG002;84.9;2.49;162.1;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-15:01:50;F_VG002;85.5;2.51;161.9;34.2;50.0;25.0;5.0;Aktiv;
11.11.2024-15:02:04;F_VG002;84.8;2.48;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-15:02:18;F_VG002;84.9;2.46;162.0;34.2;50.0;24.9;5.0;Aktiv;
11.11.2024-15:02:32;F_VG002;84.8;2.46;162.0;34.0;50.0;25.2;5.0;Aktiv;
11.11.2024-15:02:46;F_VG002;85.6;2.5;162.2;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-15:03:00;F_VG002;84.6;2.49;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:03:14;F_VG002;85.4;2.48;162.1;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-15:03:28;F_VG002;85.0;2.46;161.9;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-15:03:42;F_VG002;84.8;2.43;162.1;33.9;50.1;25.1;5.0;Aktiv;
11.11.2024-15:03:56;F_VG002;85.1;2.48;161.9;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-15:04:10;F_VG002;85.1;2.52;161.9;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-15:04:24;F_VG002;85.2;2.51;162.2;34.1;50.0;25.1;5.0;Aktiv;
11.11.2024-15:04:38;F_VG002;85.5;2.54;162.1;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-15:04:52;F_VG002;85.0;2.43;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-15:05:06;F_VG002;84.9;2.5;161.9;34.2;50.1;24.9;5.0;Aktiv;
11.11.2024-15:05:20;F_VG002;84.9;2.57;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:05:34;F_VG002;85.6;2.58;161.9;34.0;49.9;24.9;5.0;Aktiv;
11.11.2024-15:05:48;F_VG002;84.8;2.55;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-15:06:02;F_VG002;84.7;2.55;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:06:16;F_VG002;84.9;2.46;162.1;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-15:06:30;F_VG002;85.7;2.48;162.1;34.1;50.0;25.1;5.0;Aktiv;
11.11.2024-15:06:44;F_VG002;85.1;2.42;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-15:06:58;F_VG002;85.6;2.5;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:07:12;F_VG002;85.3;2.46;161.9;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-15:07:26;F_VG002;85.2;2.55;161.9;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-15:07:40;F_VG002;84.8;2.56;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:07:54;F_VG002;85.0;2.47;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:08:08;F_VG002;85.1;2.51;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-15:08:22;F_VG002;85.4;2.52;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-15:08:36;F_VG002;84.8;2.44;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:08:50;F_VG002;84.7;2.53;162.0;34.0;50.0;25.2;5.0;Aktiv;
11.11.2024-15:09:04;F_VG002;85.3;2.49;162.0;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-15:09:18;F_VG002;84.9;2.45;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-15:09:32;F_VG002;85.2;2.53;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:09:46;F_VG002;84.8;2.46;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-15:10:00;F_VG002;84.9;2.59;162.0;34.0;50.0;24.8;5.0;Aktiv;
11.11.2024-15:10:14;F_VG002;85.6;2.52;162.0;34.1;50.0;24.8;5.0;Aktiv;
11.11.2024-15:10:28;F_VG002;85.4;2.53;161.9;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-15:10:42;F_VG002;84.6;2.53;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:10:56;F_VG002;84.7;2.4;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-15:11:10;F_VG002;84.6;2.45;161.9;34.0;50.1;25.1;5.0;Aktiv;
11.11.2024-15:11:24;F_VG002;84.9;2.51;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-15:11:38;F_VG002;85.1;2.49;162.0;34.0;49.9;25.0;5.0;Aktiv;
11.11.2024-15:11:52;F_VG002;85.3;2.46;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:12:06;F_VG002;85.3;2.4;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:12:20;F_VG002;85.2;2.51;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:12:34;F_VG002;85.0;2.46;162.0;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-15:12:48;F_VG002;84.7;2.54;162.0;34.1;50.1;25.0;5.0;Aktiv;
11.11.2024-15:13:02;F_VG002;84.8;2.41;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-15:13:16;F_VG002;85.1;2.53;161.9;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-15:13:30;F_VG002;85.2;2.49;162.1;34.0;49.9;24.9;5.0;Aktiv;
11.11.2024-15:13:44;F_VG002;84.9;2.56;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-15:13:58;F_VG002;85.2;2.56;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-15:14:12;F_VG002;84.8;2.45;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:14:26;F_VG002;84.9;2.58;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-15:14:40;F_VG002;84.9;2.4;162.1;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-15:14:54;F_VG002;85.3;2.51;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-15:15:08;F_VG002;84.8;2.6;162.0;34.1;50.0;25.1;5.0;Aktiv;
11.11.2024-15:15:22;F_VG002;85.2;2.47;162.1;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-15:15:36;F_VG002;84.6;2.47;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:15:50;F_VG002;84.6;2.49;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:16:04;F_VG002;85.1;2.59;162.0;33.9;50.1;25.0;5.0;Aktiv;
11.11.2024-15:16:18;F_VG002;85.1;2.54;162.0;34.0;49.9;25.0;5.0;Aktiv;
11.11.2024-15:16:32;F_VG002;85.5;2.54;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-15:16:46;F_VG002;84.9;2.52;162.1;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-15:17:00;F_VG002;84.5;2.46;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-15:17:14;F_VG002;84.8;2.49;162.0;34.1;50.1;25.2;5.0;Aktiv;
11.11.2024-15:17:28;F_VG002;85.6;2.58;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-15:17:42;F_VG002;85.0;2.41;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:17:56;F_VG002;85.4;2.51;161.9;34.1;50.0;25.1;5.0;Aktiv;
11.11.2024-15:18:10;F_VG002;85.3;2.58;162.1;34.0;50.1;25.1;5.0;Aktiv;
11.11.2024-15:18:24;F_VG002;84.4;2.54;161.9;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-15:18:38;F_VG002;84.4;2.48;162.1;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-15:18:52;F_VG002;84.3;2.58;162.1;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-15:19:06;F_VG002;84.9;2.43;162.0;33.9;50.1;25.1;5.0;Aktiv;
11.11.2024-15:19:20;F_VG002;85.0;2.48;162.0;33.9;50.0;25.2;5.0;Aktiv;
11.11.2024-15:19:34;F_VG002;85.0;2.48;162.1;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-15:19:48;F_VG002;85.0;2.51;161.9;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-15:20:02;F_VG002;85.6;2.49;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-15:20:16;F_VG002;84.8;2.47;162.1;34.0;49.9;25.0;5.0;Aktiv;
11.11.2024-15:20:30;F_VG002;84.7;2.51;161.9;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-15:20:44;F_VG002;85.6;2.52;162.0;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-15:20:58;F_VG002;85.5;2.56;162.0;34.1;50.1;25.0;5.0;Aktiv;
11.11.2024-15:21:12;F_VG002;84.8;2.55;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:21:26;F_VG002;85.0;2.53;161.8;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-15:21:40;F_VG002;85.0;2.55;162.0;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-15:21:54;F_VG002;84.8;2.4;162.2;34.1;50.1;25.0;5.0;Aktiv;
11.11.2024-15:22:08;F_VG002;85.5;2.51;161.9;34.0;49.9;25.0;5.0;Aktiv;
11.11.2024-15:22:22;F_VG002;84.9;2.48;162.0;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-15:22:36;F_VG002;84.9;2.47;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:22:50;F_VG002;84.4;2.49;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:23:04;F_VG002;85.3;2.52;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-15:23:18;F_VG002;85.2;2.5;162.1;34.0;50.1;24.9;5.0;Aktiv;
11.11.2024-15:23:32;F_VG002;84.7;2.51;161.9;34.0;50.1;25.1;5.0;Aktiv;
11.11.2024-15:23:46;F_VG002;84.7;2.45;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:24:00;F_VG002;84.8;2.52;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:24:14;F_VG002;84.8;2.46;162.0;33.9;49.9;25.0;5.0;Aktiv;
11.11.2024-15:24:28;F_VG002;85.4;2.58;161.8;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-15:24:42;F_VG002;85.2;2.53;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-15:24:56;F_VG002;84.8;2.49;162.1;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-15:25:10;F_VG002;85.0;2.55;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-15:25:24;F_VG002;85.2;2.49;161.9;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-15:25:38;F_VG002;85.0;2.46;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:25:52;F_VG002;85.0;2.49;161.9;33.8;50.0;25.0;5.0;Aktiv;
11.11.2024-15:26:06;F_VG002;85.2;2.56;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-15:26:20;F_VG002;85.0;2.49;162.1;34.0;50.1;25.1;5.0;Aktiv;
11.11.2024-15:26:34;F_VG002;85.2;2.54;162.1;34.0;49.9;25.1;5.0;Aktiv;
11.11.2024-15:26:48;F_VG002;85.1;2.47;162.0;34.2;50.0;25.0;5.0;Aktiv;
11.11.2024-15:27:02;F_VG002;84.9;2.55;161.9;34.0;50.1;24.9;5.0;Aktiv;
11.11.2024-15:27:16;F_VG002;85.0;2.41;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:27:30;F_VG002;85.3;2.45;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-15:27:44;F_VG002;85.8;2.5;161.8;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-15:27:58;F_VG002;85.4;2.51;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-15:28:12;F_VG002;84.8;2.51;162.0;33.9;50.1;25.0;5.0;Aktiv;
11.11.2024-15:28:26;F_VG002;85.2;2.51;161.9;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-15:28:40;F_VG002;85.1;2.54;162.1;34.1;50.0;25.1;5.0;Aktiv;
11.11.2024-15:28:54;F_VG002;85.1;2.5;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-15:29:08;F_VG002;85.2;2.6;162.1;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-15:29:22;F_VG002;84.3;2.45;161.9;34.1;50.0;25.1;5.0;Aktiv;
11.11.2024-15:29:36;F_VG002;85.0;2.49;162.0;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-15:29:50;F_VG002;85.5;2.45;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:30:04;F_VG002;84.7;2.6;162.1;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-15:30:18;F_VG002;84.7;2.6;162.1;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-15:30:32;F_VG002;85.0;2.55;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-15:30:46;F_VG002;85.1;2.54;162.1;34.2;50.0;24.9;5.0;Aktiv;
11.11.2024-15:31:00;F_VG002;85.2;2.49;162.0;33.9;49.9;25.0;5.0;Aktiv;
11.11.2024-15:31:14;F_VG002;85.0;2.49;162.1;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-15:31:28;F_VG002;85.0;2.46;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:31:42;F_VG002;85.1;2.53;162.1;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-15:31:56;F_VG002;84.3;2.43;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:32:10;F_VG002;84.8;2.49;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:32:24;F_VG002;85.6;2.52;162.0;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-15:32:38;F_VG002;85.2;2.44;162.1;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-15:32:52;F_VG002;85.2;2.49;162.1;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-15:33:06;F_VG002;85.0;2.4;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:33:20;F_VG002;84.9;2.44;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:33:34;F_VG002;84.9;2.5;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-15:33:48;F_VG002;85.2;2.48;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:34:02;F_VG002;85.3;2.48;162.1;34.0;49.9;24.9;5.0;Aktiv;
11.11.2024-15:34:16;F_VG002;85.2;2.47;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:34:30;F_VG002;84.5;2.52;162.1;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-15:34:44;F_VG002;85.2;2.46;161.9;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-15:34:58;F_VG002;85.2;2.44;162.0;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-15:35:12;F_VG002;84.9;2.5;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-15:35:26;F_VG002;85.1;2.51;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-15:35:40;F_VG002;85.0;2.55;161.9;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-15:35:54;F_VG002;85.3;2.47;161.8;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-15:36:08;F_VG002;84.5;2.54;162.1;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-15:36:22;F_VG002;84.9;2.5;161.9;33.9;49.9;25.0;5.0;Aktiv;
11.11.2024-15:36:36;F_VG002;85.1;2.46;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:36:50;F_VG002;85.4;2.43;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-15:37:04;F_VG002;84.5;2.53;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:37:18;F_VG002;85.2;2.58;162.1;34.0;49.9;25.0;5.0;Aktiv;
11.11.2024-15:37:32;F_VG002;85.3;2.5;162.0;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-15:37:46;F_VG002;84.6;2.53;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-15:38:00;F_VG002;85.0;2.57;161.9;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-15:38:14;F_VG002;84.9;2.43;162.1;34.1;50.1;25.0;5.0;Aktiv;
11.11.2024-15:38:28;F_VG002;85.4;2.52;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:38:42;F_VG002;85.1;2.47;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:38:56;F_VG002;84.9;2.46;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-15:39:10;F_VG002;84.4;2.5;162.0;33.8;50.0;24.9;5.0;Aktiv;
11.11.2024-15:39:24;F_VG002;85.3;2.46;162.1;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-15:39:38;F_VG002;85.0;2.53;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-15:39:52;F_VG002;85.1;2.47;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:40:06;F_VG002;84.7;2.51;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:40:20;F_VG002;84.9;2.51;162.1;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-15:40:34;F_VG002;84.8;2.47;162.0;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-15:40:48;F_VG002;85.0;2.49;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:41:02;F_VG002;85.7;2.51;162.1;34.0;49.9;25.1;5.0;Aktiv;
11.11.2024-15:41:16;F_VG002;84.6;2.52;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-15:41:30;F_VG002;84.6;2.43;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:41:44;F_VG002;85.6;2.44;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:41:58;F_VG002;84.7;2.58;161.9;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-15:42:12;F_VG002;85.0;2.6;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-15:42:26;F_VG002;84.8;2.49;162.2;34.1;50.1;25.0;5.0;Aktiv;
11.11.2024-15:42:40;F_VG002;85.0;2.47;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:42:54;F_VG002;84.5;2.48;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-15:43:08;F_VG002;85.2;2.46;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:43:22;F_VG002;85.2;2.54;162.0;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-15:43:36;F_VG002;84.9;2.48;162.0;34.0;50.0;24.8;5.0;Aktiv;
11.11.2024-15:43:50;F_VG002;85.1;2.44;161.9;33.8;50.0;25.0;5.0;Aktiv;
11.11.2024-15:44:04;F_VG002;85.2;2.48;161.9;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-15:44:18;F_VG002;84.5;2.53;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:44:32;F_VG002;85.0;2.44;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-15:44:46;F_VG002;85.0;2.51;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-15:45:00;F_VG002;85.0;2.52;161.9;34.1;49.9;24.9;5.0;Aktiv;
11.11.2024-15:45:14;F_VG002;85.2;2.5;161.9;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-15:45:28;F_VG002;85.3;2.58;162.0;33.9;50.1;25.1;5.0;Aktiv;
11.11.2024-15:45:42;F_VG002;84.7;2.44;162.0;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-15:45:56;F_VG002;85.3;2.59;161.9;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-15:46:10;F_VG002;84.5;2.47;161.9;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-15:46:24;F_VG002;85.3;2.49;162.0;34.1;50.0;25.1;5.0;Aktiv;
11.11.2024-15:46:38;F_VG002;85.1;2.47;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:46:52;F_VG002;85.1;2.42;162.0;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-15:47:06;F_VG002;84.7;2.51;161.9;34.1;50.1;24.9;5.0;Aktiv;
11.11.2024-15:47:20;F_VG002;84.9;2.58;161.9;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-15:47:34;F_VG002;85.1;2.52;162.0;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-15:47:48;F_VG002;84.6;2.52;162.0;33.9;50.1;25.0;5.0;Aktiv;
11.11.2024-15:48:02;F_VG002;84.9;2.5;161.8;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-15:48:16;F_VG002;84.6;2.43;162.1;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-15:48:30;F_VG002;85.1;2.51;162.1;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-15:48:44;F_VG002;85.2;2.45;162.2;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-15:48:58;F_VG002;85.4;2.48;162.1;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-15:49:12;F_VG002;85.5;2.48;162.1;34.0;49.9;24.9;5.0;Aktiv;
11.11.2024-15:49:26;F_VG002;85.2;2.58;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:49:40;F_VG002;85.3;2.48;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:49:54;F_VG002;85.1;2.5;162.1;33.9;49.9;25.2;5.0;Aktiv;
11.11.2024-15:50:08;F_VG002;84.9;2.53;162.0;33.9;50.0;24.8;5.0;Aktiv;
11.11.2024-15:50:22;F_VG002;85.1;2.46;162.0;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-15:50:36;F_VG002;85.4;2.51;162.1;33.9;50.1;24.9;5.0;Aktiv;
11.11.2024-15:50:50;F_VG002;85.0;2.45;162.0;34.1;50.1;25.0;5.0;Aktiv;
11.11.2024-15:51:04;F_VG002;85.0;2.47;161.9;34.1;50.1;24.9;5.0;Aktiv;
11.11.2024-15:51:18;F_VG002;85.1;2.56;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:51:32;F_VG002;85.6;2.48;161.9;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-15:51:46;F_VG002;85.2;2.42;161.8;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-15:52:00;F_VG002;85.4;2.5;162.1;34.1;50.0;25.1;5.0;Aktiv;
11.11.2024-15:52:14;F_VG002;85.5;2.49;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-15:52:28;F_VG002;85.3;2.53;162.1;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-15:52:42;F_VG002;84.7;2.46;162.2;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-15:52:56;F_VG002;84.9;2.5;162.0;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-15:53:10;F_VG002;84.9;2.51;162.1;33.9;50.1;25.0;5.0;Aktiv;
11.11.2024-15:53:24;F_VG002;85.5;2.4;162.1;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-15:53:38;F_VG002;84.5;2.51;162.0;34.1;49.9;25.0;5.0;Aktiv;
11.11.2024-15:53:52;F_VG002;84.9;2.53;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-15:54:06;F_VG002;84.4;2.47;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-15:54:20;F_VG002;85.1;2.51;161.9;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-15:54:34;F_VG002;84.7;2.47;161.9;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-15:54:48;F_VG002;84.4;2.56;161.9;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-15:55:02;F_VG002;84.7;2.47;162.0;33.9;50.0;24.8;5.0;Aktiv;
11.11.2024-15:55:16;F_VG002;85.0;2.44;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-15:55:30;F_VG002;84.7;2.43;162.1;34.0;49.9;25.1;5.0;Aktiv;
11.11.2024-15:55:44;F_VG002;84.8;2.43;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:55:58;F_VG002;85.0;2.54;162.1;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-15:56:12;F_VG002;85.0;2.51;161.8;34.1;49.9;25.2;5.0;Aktiv;
11.11.2024-15:56:26;F_VG002;85.1;2.48;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-15:56:40;F_VG002;85.5;2.49;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-15:56:54;F_VG002;84.6;2.54;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-15:57:08;F_VG002;84.1;2.5;162.1;34.0;50.1;25.1;5.0;Aktiv;
11.11.2024-15:57:22;F_VG002;85.1;2.52;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:57:36;F_VG002;85.5;2.51;162.0;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-15:57:50;F_VG002;85.2;2.46;162.0;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-15:58:04;F_VG002;85.3;2.57;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-15:58:18;F_VG002;84.7;2.5;162.1;33.9;50.0;25.0;5.0;Aktiv;
